ts_event_et,trade_count,total_volume,avg_trade_size,price_range,buy_sell_ratio,realized_vol
2025-11-20 00:00:00-05:00,1015024,2509428,2.4722843991866204,298.5,0.9740747267131952,0.001074963603097876
2025-11-21 00:00:00-05:00,800876,1967675,2.456903440732398,196.5,1.0144691027886783,0.0006741545808477925
2025-11-24 00:00:00-05:00,437918,1266715,2.8925849131572576,139.75,1.001483674836622,0.0004498955031102375
2025-11-25 00:00:00-05:00,466611,1329475,2.8492148706309965,161.0,0.9962416796673819,0.0003704079320026043
2025-11-26 00:00:00-05:00,376607,1157827,3.0743639921722115,105.0,0.9998013717440078,0.0003408389899979801
2025-11-28 00:00:00-05:00,91734,299859,3.2687880175289425,89.75,1.050163748367644,0.0002245997727313442
2025-12-01 00:00:00-05:00,357803,1132977,3.1664826734264384,96.0,1.017732542608324,0.0007374634425335968
2025-12-02 00:00:00-05:00,403301,1220910,3.0272922705373904,152.0,0.994921643309167,0.0003046599678768941
2025-12-03 00:00:00-05:00,322694,1006594,3.1193452620749067,105.25,1.0050674767192869,0.0002488624827681115
2025-12-04 00:00:00-05:00,338595,1095441,3.2352545075975723,139.5,0.999176926193457,0.0002912428710204398
2025-12-05 00:00:00-05:00,323903,1081896,3.340185178896151,96.25,0.9844639322942939,0.0002578153294327271
2025-12-08 00:00:00-05:00,282555,966131,3.419267045354002,150.75,1.0413777219961375,0.0008922950504699327
2025-12-09 00:00:00-05:00,243500,757901,3.11252977412731,121.5,0.9910757679647129,0.00017806314082888724
2025-12-10 00:00:00-05:00,392630,1162775,2.961503196393551,135.25,0.9994102060152108,0.0016195046421381496
2025-12-11 00:00:00-05:00,416395,1241241,2.9809219611186495,145.5,1.014226669284707,0.003328272323268806
2025-12-12 00:00:00-05:00,647190,1736523,2.683173411208455,205.5,0.9893061176796738,0.005195313118251964
2025-12-15 00:00:00-05:00,530018,1328587,2.5066827919051806,174.5,0.986725624016796,0.006249353984971663
2025-12-16 00:00:00-05:00,611251,1642355,2.6868749498978324,162.0,0.9962453903019489,0.004483143467905123
2025-12-17 00:00:00-05:00,525805,1481979,2.8184954498340637,197.5,0.9922794715679408,0.004006631590741503
2025-12-18 00:00:00-05:00,609055,1823256,2.9935818604231144,161.25,1.0094119410420144,0.004478019620626989
2025-12-19 00:00:00-05:00,296840,984933,3.318060234469748,98.75,1.0018312412604469,0.0003028264378655758
2025-12-22 00:00:00-05:00,225355,777233,3.4489272481196336,75.0,1.0029042424617256,0.0002801895907004843
2025-12-23 00:00:00-05:00,188815,666187,3.528252522310198,93.5,1.041014093137255,0.00014540914273009902
2025-12-24 00:00:00-05:00,93278,362193,3.882941315208302,79.75,1.0364624917066807,0.0001250479722327648
2025-12-26 00:00:00-05:00,159320,504264,3.165101682149134,72.25,1.0256365966232963,0.0001513723620110258
2025-12-29 00:00:00-05:00,201538,673737,3.342977503001915,81.0,1.0071708399743793,0.00027013049273263805
2025-12-30 00:00:00-05:00,169956,601046,3.5364800301254444,63.5,1.0390199883299636,0.00013749335435834573
